APM,Precision,AvgDistance,DamageTakenPerMin,DamageDealtPerMin,RangedRatio,DashPerMin,ShieldPerMin,TimeInRiskZone,RewardChosen,PerfilJugador
19.37,0.9,6.07,0.0,634.39,0.99,6.12,0.0,0.0,Bow Damage,Tactic
36.24,0.72,4.95,136.6,644.0,0.28,3.65,5.48,0.36,Health,Unskilful
51.87,0.84,3.52,66.02,874.17,0.0,10.3,0.07,0.63,Velocity,Berserker
29.04,0.8,4.73,120.7,568.46,0.49,3.97,2.88,0.35,Shield,Unskilful
15.89,1.0,7.1,0.52,564.42,0.98,6.22,0.0,0.02,Bow Damage,Tactic
53.89,0.72,4.09,71.89,1107.41,0.26,16.31,2.68,0.51,Max Health,Speedrunner
32.32,0.61,4.26,115.55,579.23,0.47,6.74,4.98,0.31,Armor,Unskilful
29.53,0.86,4.18,173.32,759.01,0.48,6.59,5.4,0.28,Health,Unskilful
18.76,0.93,6.02,76.92,595.58,0.88,5.17,2.9,0.22,Max Health,Tactic
61.73,0.99,2.58,140.67,1325.01,0.0,10.05,0.0,0.74,Max Health,Berserker
34.31,0.53,4.84,115.28,545.97,0.47,3.8,2.14,0.22,Max Health,Unskilful
34.79,0.99,3.96,78.75,1005.9,0.47,14.37,7.11,0.36,Sword Damage,Expert
21.04,0.69,7.22,14.88,495.03,0.81,7.11,1.44,0.06,Bow Damage,Tactic
24.12,0.65,4.59,130.68,547.52,0.51,5.21,2.75,0.41,Health,Unskilful
39.38,0.9,3.3,57.74,1279.0,0.49,12.8,3.08,0.3,Velocity,Speedrunner
21.36,0.92,6.44,0.0,712.21,0.91,8.63,0.11,0.02,Bow Damage,Tactic
41.93,0.58,3.46,124.52,599.85,0.3,1.57,5.88,0.49,Shield,Unskilful
37.13,0.37,5.33,95.34,486.29,0.45,6.82,5.75,0.28,Health,Unskilful
35.54,0.78,3.09,140.88,792.3,0.38,3.54,6.88,0.5,Velocity,Unskilful
22.05,0.9,6.45,0.0,738.9,0.93,9.34,0.0,0.02,Bow Damage,Tactic
16.01,1.0,7.0,0.0,544.29,0.99,6.84,0.37,0.01,Bow Damage,Tactic
19.04,0.89,6.44,116.51,562.09,0.68,5.35,4.21,0.11,Shield,Unskilful
21.62,0.94,6.52,1.08,698.02,0.91,8.0,0.0,0.02,Bow Damage,Tactic
16.07,0.78,7.68,20.05,418.35,0.98,8.17,0.27,0.0,Shield,Tactic
57.57,0.86,2.22,277.0,1115.55,0.0,13.6,0.05,0.78,Sword Damage,Berserker
26.41,0.84,3.82,90.61,850.91,0.55,12.53,4.27,0.4,Shield,Expert
22.18,0.93,6.07,51.62,685.21,1.0,5.86,2.18,0.13,Bow Damage,Tactic
23.36,0.86,6.23,45.44,624.43,0.85,6.84,3.0,0.03,Bow Damage,Tactic
50.01,0.95,3.11,50.79,1261.21,0.34,16.49,5.34,0.61,Sword Damage,Expert
63.68,0.92,1.91,180.73,1289.44,0.0,16.14,0.0,0.83,Sword Damage,Berserker
28.02,0.87,5.9,38.14,1325.2,0.59,13.68,3.79,0.22,Velocity,Expert
20.26,0.9,6.3,123.3,523.97,0.68,5.65,4.51,0.12,Shield,Unskilful
23.66,0.86,6.46,46.51,677.49,0.9,7.9,2.88,0.05,Bow Damage,Tactic
27.82,0.96,6.09,54.63,734.17,0.63,8.2,5.27,0.27,Shield,Expert
51.22,0.96,2.63,40.28,1142.38,0.3,14.92,5.59,0.61,Sword Damage,Expert
56.67,0.83,1.53,259.74,944.5,0.0,12.59,0.0,0.93,Sword Damage,Berserker
54.77,1.0,2.65,187.62,1670.27,0.25,14.82,6.6,0.59,Velocity,Speedrunner
35.56,1.0,4.03,70.45,1045.25,0.48,13.93,7.11,0.33,Sword Damage,Expert
21.69,0.64,4.56,122.82,506.61,0.51,5.3,2.46,0.45,Health,Unskilful
58.58,0.91,2.04,209.02,1056.1,0.05,15.68,0.0,0.83,Sword Damage,Berserker
63.21,0.9,3.64,186.92,1273.93,0.22,18.58,6.16,0.57,Velocity,Speedrunner
82.26,0.87,3.7,405.69,2234.83,0.0,0.0,0.0,0.75,Sword Damage,Berserker
29.55,0.51,5.61,111.06,495.37,0.66,4.39,2.06,0.15,Health,Unskilful
23.06,0.64,4.85,135.69,445.4,0.47,4.13,3.71,0.41,Shield,Unskilful
20.87,0.87,6.36,55.03,643.54,0.92,10.98,3.07,0.05,Armor,Tactic
13.03,0.92,4.17,51.67,401.55,0.98,6.43,1.15,0.34,Armor,Tactic
57.99,1.0,3.07,253.25,1742.21,0.18,10.55,7.39,0.72,Max Health,Speedrunner
22.82,0.83,1.79,137.6,574.5,0.61,10.97,2.07,0.86,Velocity,Expert
41.03,0.94,3.67,265.73,1213.64,0.47,18.35,2.33,0.37,Velocity,Speedrunner
32.01,1.0,5.02,54.19,1273.21,0.67,21.26,5.31,0.23,Velocity,Expert
33.45,0.99,4.93,45.21,1396.07,0.69,21.69,5.08,0.22,Velocity,Expert
66.39,0.77,3.33,121.37,1086.99,0.0,13.18,0.15,0.74,Sword Damage,Berserker
30.69,1.0,5.94,24.27,846.49,0.49,8.76,3.86,0.23,Shield,Expert
62.05,0.95,3.47,105.3,1340.62,0.0,19.1,0.0,0.67,Velocity,Berserker
27.89,0.95,3.92,75.2,763.22,0.62,14.87,6.7,0.3,Bow Damage,Expert
22.95,0.9,4.15,199.31,636.26,0.42,10.96,2.22,0.24,Sword Damage,Expert
22.77,0.89,4.35,192.23,554.12,0.43,11.17,2.15,0.25,Sword Damage,Expert
34.03,1.0,4.53,5.24,926.59,0.58,14.04,6.09,0.3,Bow Damage,Expert
21.59,0.92,6.54,0.0,708.84,0.92,8.08,0.39,0.01,Bow Damage,Tactic
35.89,0.66,4.16,154.56,614.97,0.28,4.02,4.34,0.6,Health,Unskilful
35.15,0.61,4.72,178.42,567.06,0.4,5.34,1.91,0.47,Health,Unskilful
45.32,0.99,2.95,120.38,1221.25,0.36,19.1,8.41,0.55,Bow Damage,Expert
29.34,0.51,3.84,108.44,516.05,0.5,1.3,3.49,0.3,Health,Unskilful
44.06,0.73,4.14,149.66,784.85,0.36,15.28,1.88,0.49,Velocity,Speedrunner
29.83,0.9,5.07,51.65,813.76,0.53,8.07,6.5,0.28,Velocity,Expert
29.79,0.85,6.71,17.14,643.77,0.4,12.42,2.75,0.28,Bow Damage,Expert
36.25,0.44,5.19,110.35,513.95,0.37,9.14,4.74,0.16,Health,Unskilful
50.47,0.78,3.68,148.68,1197.48,0.36,15.94,4.98,0.45,Health,Speedrunner
41.69,1.0,3.05,181.21,1313.48,0.33,17.43,2.82,0.51,Bow Damage,Speedrunner
49.49,0.78,3.33,240.97,1147.5,0.28,16.01,0.18,0.64,Bow Damage,Speedrunner
28.48,0.68,4.12,193.91,702.33,0.39,3.07,6.16,0.37,Health,Unskilful
42.98,1.0,3.22,186.25,1303.73,0.33,17.19,2.87,0.5,Bow Damage,Speedrunner
56.69,0.94,2.55,209.83,1219.74,0.0,6.88,0.0,0.71,Health,Berserker
24.13,0.9,5.49,38.86,1002.08,0.78,8.81,1.99,0.2,Health,Expert
24.43,0.9,3.85,125.78,714.13,0.55,13.4,2.26,0.49,Bow Damage,Expert
26.73,0.95,4.3,31.82,644.64,0.53,12.43,1.1,0.25,Velocity,Expert
34.85,0.96,4.35,224.07,1045.64,0.43,14.94,0.0,0.39,Velocity,Speedrunner
21.7,0.99,5.69,0.39,746.5,1.0,6.72,1.73,0.08,Bow Damage,Tactic
21.43,0.92,5.49,0.97,706.59,1.0,9.67,0.9,0.14,Velocity,Tactic
16.84,0.85,6.72,33.95,479.7,0.85,8.46,2.33,0.02,Bow Damage,Tactic
48.76,0.84,2.74,92.09,756.86,0.0,4.83,0.0,0.67,Max Health,Berserker
34.45,0.79,3.2,141.86,808.98,0.34,3.25,6.76,0.52,Velocity,Unskilful
30.35,0.85,6.72,19.9,590.64,0.4,11.87,2.58,0.27,Bow Damage,Expert
48.19,0.8,4.41,378.91,1100.56,0.25,10.03,3.61,0.31,Velocity,Speedrunner
57.05,0.44,4.41,151.01,780.22,0.24,3.36,8.39,0.5,Health,Unskilful
49.93,0.83,4.08,160.81,855.2,0.0,10.71,0.0,0.75,Max Health,Berserker
65.59,0.9,1.76,180.02,1196.76,0.0,15.48,0.05,0.81,Sword Damage,Berserker
43.08,0.96,3.35,308.96,827.13,0.0,16.3,1.04,0.5,Sword Damage,Berserker
78.6,1.0,2.32,323.72,2031.57,0.0,5.39,0.04,0.72,Health,Berserker
47.58,0.95,2.88,151.67,1022.18,0.0,20.52,0.04,0.8,Health,Berserker
34.55,0.59,4.74,169.01,558.84,0.43,5.26,1.71,0.49,Health,Unskilful
27.69,0.62,4.8,104.45,501.88,0.28,5.04,5.38,0.41,Max Health,Unskilful
56.48,0.93,2.42,216.69,1235.01,0.0,6.84,0.08,0.68,Health,Berserker
53.9,0.88,2.41,227.81,1141.73,0.0,8.54,0.0,0.78,Sword Damage,Berserker
29.27,0.98,5.24,142.79,1228.26,0.49,9.65,4.09,0.29,Health,Expert
29.6,0.7,4.46,117.77,602.63,0.34,5.27,4.44,0.41,Armor,Unskilful
50.08,0.96,2.82,50.98,1215.02,0.32,15.33,5.16,0.6,Sword Damage,Expert
18.04,0.92,6.13,81.11,573.64,0.89,4.95,2.38,0.22,Max Health,Tactic
56.36,1.0,2.67,193.73,1620.32,0.25,14.09,7.04,0.61,Velocity,Speedrunner
49.2,0.89,4.08,84.9,1780.66,0.58,0.2,9.15,0.34,Max Health,Expert
46.12,0.65,3.09,146.13,788.59,0.31,1.42,8.32,0.51,Health,Unskilful
56.35,0.96,5.18,275.25,1407.33,0.0,9.91,0.05,0.48,Sword Damage,Berserker
41.25,0.6,3.26,128.23,581.88,0.31,1.92,5.9,0.52,Shield,Unskilful
21.14,1.0,5.15,0.0,752.3,1.0,9.91,0.0,0.08,Armor,Tactic
27.97,1.0,5.29,20.93,811.42,0.6,16.85,3.51,0.25,Bow Damage,Expert
37.37,0.67,4.88,138.62,668.39,0.29,4.07,5.96,0.39,Health,Unskilful
67.0,0.84,2.5,322.53,1182.16,0.0,13.2,0.06,0.77,Max Health,Berserker
28.73,0.79,4.03,66.38,662.49,0.56,16.25,6.46,0.35,Bow Damage,Expert
47.56,0.96,3.27,318.15,887.71,0.0,15.41,1.12,0.51,Sword Damage,Berserker
22.5,0.84,4.35,177.61,498.81,0.55,10.8,2.75,0.72,Velocity,Expert
20.63,0.99,6.78,4.15,706.8,1.0,9.03,0.36,0.04,Shield,Tactic
46.98,0.94,2.48,136.53,982.08,0.0,19.75,0.0,0.79,Health,Berserker
28.2,0.74,4.45,123.5,595.52,0.37,5.22,4.29,0.39,Armor,Unskilful
47.1,0.89,3.98,75.08,1719.53,0.58,0.0,9.87,0.37,Max Health,Expert
29.85,0.86,5.66,42.09,1365.69,0.6,13.81,3.86,0.26,Velocity,Expert
28.22,0.9,7.18,168.03,771.46,0.44,10.12,4.13,0.42,Shield,Expert
56.92,0.88,2.86,228.6,1159.9,0.0,9.23,0.0,0.76,Sword Damage,Berserker
19.34,0.9,7.67,20.87,646.85,1.0,0.33,0.0,0.0,Max Health,Tactic
38.93,0.56,4.76,119.18,618.42,0.48,4.9,3.3,0.33,Shield,Unskilful
23.86,0.99,4.54,8.29,815.81,0.85,9.8,2.1,0.18,Max Health,Tactic
26.47,0.94,6.14,40.29,745.44,0.63,8.79,5.39,0.25,Shield,Expert
48.3,0.82,3.23,122.74,686.32,0.0,5.46,0.11,0.65,Max Health,Berserker
35.79,1.0,3.62,80.03,1064.98,0.31,17.57,6.82,0.5,Sword Damage,Speedrunner
32.39,1.0,4.73,32.02,916.14,0.57,14.22,6.56,0.33,Bow Damage,Expert
62.65,0.9,1.72,188.27,1277.51,0.0,14.44,0.0,0.81,Sword Damage,Berserker
74.22,0.91,1.69,211.24,1335.75,0.0,10.31,0.06,0.86,Health,Berserker
19.96,0.93,7.81,23.65,628.11,1.0,0.21,0.0,0.0,Max Health,Tactic
34.97,0.84,4.76,114.35,684.22,0.49,9.04,2.28,0.3,Health,Expert
53.56,0.72,4.01,83.9,1104.13,0.23,15.09,2.32,0.55,Max Health,Speedrunner
46.78,0.8,3.55,167.73,1164.95,0.29,16.0,5.7,0.43,Health,Speedrunner
58.6,0.8,3.69,334.95,1234.1,0.0,11.94,0.0,0.68,Velocity,Berserker
67.41,0.77,3.44,129.75,1040.57,0.0,13.13,0.07,0.74,Sword Damage,Berserker
43.58,0.73,4.61,182.96,1017.04,0.3,14.0,2.25,0.3,Health,Speedrunner
50.42,0.89,2.32,214.46,1099.42,0.2,11.29,3.04,0.73,Sword Damage,Speedrunner
34.71,0.91,4.9,141.28,1256.73,0.43,7.94,5.44,0.23,Sword Damage,Expert
48.71,0.8,3.08,111.29,985.17,0.41,13.67,4.99,0.46,Bow Damage,Speedrunner
18.46,1.0,6.36,0.0,619.45,0.98,10.34,2.78,0.12,Velocity,Tactic
35.39,0.53,3.3,117.43,571.95,0.24,5.0,6.45,0.47,Shield,Unskilful
23.45,0.59,5.31,93.87,390.36,0.47,5.7,3.59,0.23,Max Health,Unskilful
20.67,1.0,7.04,0.0,769.8,1.0,9.0,0.0,0.04,Armor,Tactic
17.88,1.0,6.41,0.7,646.38,1.0,11.18,2.97,0.12,Velocity,Tactic
48.24,0.93,3.67,181.39,1194.68,0.38,13.2,5.71,0.59,Velocity,Speedrunner
32.69,0.82,3.08,140.83,791.61,0.34,3.26,6.79,0.52,Velocity,Unskilful
40.94,0.99,4.42,83.79,1266.12,0.36,5.68,8.38,0.48,Velocity,Speedrunner
25.8,0.63,4.77,99.29,514.58,0.28,4.37,5.43,0.38,Max Health,Unskilful
57.23,1.0,3.06,218.31,1547.91,0.18,7.06,6.86,0.6,Bow Damage,Speedrunner
34.71,0.54,3.45,115.25,588.76,0.25,5.45,6.42,0.41,Shield,Unskilful
53.55,1.0,4.25,108.34,1536.89,0.37,16.32,2.96,0.74,Bow Damage,Speedrunner
61.63,0.98,2.6,139.33,1452.41,0.0,9.74,0.0,0.77,Max Health,Berserker
48.55,0.79,3.28,235.14,1163.58,0.32,15.68,0.0,0.65,Bow Damage,Speedrunner
45.88,0.91,2.22,248.57,1045.15,0.22,13.17,3.74,0.68,Bow Damage,Speedrunner
18.25,0.8,6.44,0.0,525.74,1.0,4.73,0.0,0.02,Armor,Tactic
51.13,0.96,2.89,151.81,1001.63,0.0,19.46,0.02,0.81,Health,Berserker
36.74,0.51,5.96,145.58,663.79,0.6,2.9,1.67,0.15,Shield,Unskilful
28.41,0.95,3.67,84.3,808.45,0.59,15.42,7.0,0.31,Bow Damage,Expert
29.09,0.87,5.43,45.71,1336.28,0.58,13.64,3.81,0.25,Velocity,Expert
59.5,1.0,3.12,226.69,1463.56,0.18,6.92,6.27,0.59,Bow Damage,Speedrunner
21.23,1.0,5.41,15.73,735.39,0.99,12.46,0.0,0.11,Armor,Tactic
45.0,0.84,3.14,79.36,881.19,0.0,6.49,0.24,0.67,Max Health,Berserker
44.48,0.96,2.68,157.34,1033.38,0.0,21.01,0.0,0.82,Health,Berserker
35.98,0.38,5.47,95.62,476.33,0.42,6.43,5.23,0.26,Health,Unskilful
37.47,0.65,3.8,149.62,606.55,0.28,4.53,3.96,0.6,Health,Unskilful
54.85,0.81,3.01,202.95,1214.85,0.26,21.65,3.14,0.62,Health,Speedrunner
24.13,1.0,4.68,4.72,789.98,0.86,9.6,1.16,0.19,Max Health,Tactic
49.72,0.83,3.78,316.99,1083.65,0.0,9.73,0.01,0.79,Health,Berserker
28.71,0.92,4.29,170.49,753.95,0.51,6.62,5.5,0.22,Health,Unskilful
28.07,0.83,4.07,114.06,634.98,0.49,13.1,3.78,0.46,Velocity,Expert
26.08,0.91,3.96,132.6,712.75,0.52,13.47,1.56,0.5,Bow Damage,Expert
21.92,0.92,5.3,43.83,718.57,0.72,12.28,2.79,0.08,Shield,Expert
30.77,0.84,5.24,38.44,821.77,0.55,15.48,5.62,0.19,Sword Damage,Expert
45.12,1.0,2.84,110.36,1173.87,0.35,18.86,7.98,0.55,Bow Damage,Expert
23.83,0.9,5.37,40.27,1054.14,0.79,9.12,2.37,0.16,Health,Expert
18.83,0.86,6.28,121.63,568.4,0.67,5.55,4.77,0.09,Shield,Unskilful
23.4,0.65,5.17,135.3,478.92,0.45,3.43,4.22,0.43,Shield,Unskilful
21.32,1.0,6.73,0.0,741.23,0.97,6.55,0.02,0.05,Shield,Tactic
63.93,0.89,3.85,182.18,1354.73,0.24,17.5,6.93,0.57,Velocity,Speedrunner
27.91,1.0,5.4,139.57,1203.82,0.5,10.47,3.49,0.33,Health,Expert
30.93,0.92,7.01,161.31,742.69,0.42,10.78,3.25,0.41,Shield,Expert
42.56,0.92,4.15,185.76,1545.23,0.37,7.18,3.57,0.42,Health,Speedrunner
73.76,0.91,1.79,230.36,1335.65,0.0,10.54,0.06,0.85,Health,Berserker
31.7,0.96,4.99,164.67,1319.61,0.6,11.47,3.76,0.28,Bow Damage,Expert
16.03,1.0,6.97,3.66,559.59,1.0,6.8,0.0,0.0,Bow Damage,Tactic
21.39,1.0,7.3,11.25,731.51,0.99,8.54,0.07,0.06,Armor,Tactic
91.81,0.83,2.19,238.59,1502.68,0.0,0.0,0.06,0.83,Sword Damage,Berserker
21.58,0.94,6.43,9.36,711.9,1.0,9.81,3.47,0.08,Bow Damage,Tactic
29.93,0.71,4.24,191.84,734.51,0.36,3.34,5.96,0.39,Health,Unskilful
26.1,1.0,6.12,17.92,845.53,0.78,9.63,1.8,0.2,Shield,Tactic
47.05,0.9,3.63,69.83,1686.56,0.59,1.21,9.41,0.33,Max Health,Expert
16.51,0.88,6.72,27.99,530.68,0.84,8.74,2.0,0.03,Bow Damage,Tactic
44.08,0.94,3.68,102.41,1185.41,0.42,9.69,7.53,0.46,Shield,Expert
29.11,0.8,5.46,132.23,753.47,0.38,5.94,3.28,0.26,Max Health,Unskilful
49.39,0.52,2.26,146.68,739.75,0.23,4.25,3.31,0.72,Max Health,Unskilful
33.84,0.45,4.92,100.37,485.22,0.38,8.93,4.38,0.17,Health,Unskilful
19.99,0.85,6.41,53.81,656.25,0.94,10.6,2.82,0.04,Armor,Tactic
31.92,1.0,4.87,35.72,1309.33,0.67,20.87,5.31,0.24,Velocity,Expert
52.17,0.84,3.82,144.61,929.21,0.0,11.52,0.0,0.78,Max Health,Berserker
59.04,0.94,3.78,131.55,1303.57,0.0,18.39,0.0,0.67,Velocity,Berserker
19.32,0.91,5.88,4.43,638.04,1.0,5.4,0.03,0.0,Bow Damage,Tactic
16.97,0.92,6.61,0.0,527.38,1.0,12.93,2.35,0.09,Bow Damage,Tactic
21.82,0.99,4.97,0.0,709.14,0.99,8.58,0.15,0.07,Armor,Tactic
75.52,1.0,2.67,312.82,2050.06,0.0,5.24,0.04,0.71,Health,Berserker
16.11,0.81,7.25,20.8,453.78,0.98,8.15,1.07,0.0,Shield,Tactic
21.57,0.71,5.14,101.15,509.75,0.63,9.52,5.67,0.2,Health,Unskilful
61.52,0.91,1.96,170.3,1209.44,0.0,15.76,0.0,0.8,Sword Damage,Berserker
30.63,0.68,5.04,144.3,612.17,0.42,6.33,3.13,0.15,Health,Unskilful
54.66,0.88,4.94,183.7,929.77,0.0,10.85,0.04,0.71,Health,Berserker
74.33,0.87,2.29,139.12,1295.38,0.0,10.61,0.0,0.83,Sword Damage,Berserker
34.61,0.82,3.14,145.55,786.55,0.34,3.33,6.63,0.53,Velocity,Unskilful
34.06,0.6,4.33,108.3,608.49,0.44,6.29,5.3,0.31,Armor,Unskilful
28.84,0.93,4.62,8.25,839.87,0.71,16.26,2.4,0.27,Bow Damage,Expert
26.59,1.0,5.94,20.54,824.94,0.79,9.61,1.99,0.22,Shield,Tactic
33.46,0.57,3.42,115.71,579.82,0.27,5.62,6.53,0.44,Shield,Unskilful
67.07,0.93,3.76,334.8,1878.36,0.13,13.17,4.67,0.66,Sword Damage,Speedrunner
29.75,0.83,4.83,44.04,844.51,0.57,15.57,5.38,0.18,Sword Damage,Expert
16.67,0.95,6.6,0.0,525.27,0.99,12.82,3.01,0.1,Bow Damage,Tactic
43.05,0.82,3.63,172.93,1090.62,0.31,15.28,5.13,0.42,Velocity,Speedrunner
41.79,1.0,5.56,62.64,1253.42,0.63,4.83,3.4,0.32,Bow Damage,Expert
65.97,0.95,3.8,340.28,1892.2,0.15,13.44,4.98,0.64,Sword Damage,Speedrunner
49.67,0.95,2.99,54.05,1235.56,0.36,15.34,5.2,0.62,Sword Damage,Expert
38.96,1.0,4.35,138.62,1214.78,0.57,14.12,2.01,0.27,Sword Damage,Speedrunner
38.88,0.52,6.08,153.03,661.42,0.55,2.71,1.36,0.13,Shield,Unskilful
37.34,0.58,4.67,136.43,624.7,0.42,5.74,5.74,0.28,Health,Unskilful
35.12,0.9,5.53,17.21,934.46,0.47,7.76,6.98,0.3,Sword Damage,Expert
28.53,0.63,4.77,98.46,517.21,0.31,4.8,5.39,0.43,Max Health,Unskilful
57.95,0.91,1.92,172.17,1069.57,0.0,6.46,0.0,0.81,Sword Damage,Berserker
33.15,0.56,3.49,118.55,572.65,0.29,5.55,6.18,0.43,Shield,Unskilful
42.06,0.92,3.91,271.05,1259.5,0.45,11.88,0.07,0.42,Velocity,Speedrunner
53.86,0.72,3.89,65.27,1123.98,0.24,14.9,2.65,0.54,Max Health,Speedrunner
29.08,1.0,5.19,134.12,1125.58,0.52,9.86,3.44,0.34,Health,Expert
45.72,0.81,4.02,153.82,1058.25,0.31,16.85,7.59,0.39,Velocity,Speedrunner
53.92,0.71,4.16,57.55,1122.08,0.24,15.03,1.97,0.55,Max Health,Speedrunner
55.04,0.88,2.87,250.8,1137.99,0.0,10.1,0.02,0.74,Health,Berserker
76.09,0.87,2.26,133.91,1419.7,0.0,10.04,0.16,0.84,Sword Damage,Berserker
63.1,0.9,3.66,177.32,1405.88,0.24,18.26,6.59,0.55,Velocity,Speedrunner
32.63,0.78,4.03,181.21,744.98,0.41,3.74,5.42,0.5,Armor,Unskilful
39.72,0.69,3.79,175.17,788.77,0.37,15.45,2.6,0.49,Velocity,Speedrunner
22.43,0.68,4.81,133.15,488.4,0.45,3.14,4.17,0.39,Shield,Unskilful
31.95,1.0,4.69,38.72,1270.09,0.66,21.42,5.24,0.24,Velocity,Expert
27.31,0.78,3.88,50.33,632.54,0.57,15.72,6.0,0.38,Bow Damage,Expert
41.53,0.99,5.31,62.61,1163.06,0.64,3.83,3.33,0.37,Bow Damage,Expert
32.29,1.0,4.9,26.22,970.57,0.55,13.39,6.1,0.33,Bow Damage,Expert
43.45,0.91,4.03,193.14,1533.22,0.37,6.22,2.63,0.4,Health,Speedrunner
33.03,0.84,2.24,225.65,789.4,0.31,14.57,2.86,0.76,Velocity,Speedrunner
48.67,0.54,2.2,144.05,713.84,0.22,4.85,3.12,0.72,Max Health,Unskilful
72.58,1.0,2.75,308.84,2029.02,0.0,4.18,0.04,0.73,Health,Berserker
21.88,1.0,5.09,0.0,744.64,1.0,9.16,0.0,0.08,Armor,Tactic
62.54,0.9,1.69,180.66,1193.58,0.0,14.74,0.0,0.82,Sword Damage,Berserker
40.79,0.89,3.75,278.02,846.94,0.0,14.38,0.15,0.69,Sword Damage,Berserker
23.15,0.9,4.19,192.5,532.82,0.43,10.53,2.26,0.21,Sword Damage,Expert
44.67,0.96,3.4,333.9,928.49,0.0,14.64,0.96,0.51,Sword Damage,Berserker
28.13,1.0,4.07,52.49,827.34,0.52,5.43,4.64,0.36,Bow Damage,Expert
31.95,0.59,4.37,112.92,607.2,0.46,5.94,5.48,0.31,Armor,Unskilful
41.9,0.74,4.82,183.15,964.0,0.32,13.86,2.72,0.29,Health,Speedrunner
27.51,0.64,4.81,102.97,502.55,0.25,4.76,5.35,0.41,Max Health,Unskilful
46.46,0.91,4.16,64.98,1658.89,0.61,0.77,9.65,0.33,Max Health,Expert
30.96,0.86,4.34,65.61,896.12,0.53,11.89,3.77,0.23,Velocity,Expert
16.26,0.99,7.1,0.23,573.72,1.0,6.11,0.27,0.0,Bow Damage,Tactic
44.22,0.92,3.85,263.18,1307.4,0.42,12.35,0.0,0.43,Velocity,Speedrunner
59.88,0.92,2.27,207.5,1077.78,0.05,16.03,0.0,0.84,Sword Damage,Berserker
34.84,0.91,4.94,151.69,1210.28,0.49,7.79,5.54,0.26,Sword Damage,Expert
36.75,0.51,6.01,148.0,680.59,0.6,3.33,1.82,0.11,Shield,Unskilful
23.99,0.9,5.59,36.13,1097.75,0.77,9.11,2.44,0.12,Health,Expert
23.38,0.6,5.3,92.99,366.06,0.49,5.56,3.39,0.21,Max Health,Unskilful
25.69,1.0,6.07,21.31,862.97,0.8,9.18,2.14,0.2,Shield,Tactic
51.4,1.0,4.3,133.27,1570.41,0.39,16.85,3.56,0.76,Bow Damage,Speedrunner
78.14,1.0,2.71,315.25,2044.8,0.0,5.47,0.02,0.71,Health,Berserker
32.76,0.97,4.27,225.83,1047.83,0.44,14.04,0.72,0.37,Velocity,Speedrunner
60.33,0.98,2.16,169.13,1622.81,0.4,10.42,7.48,0.73,Velocity,Speedrunner
30.93,1.0,4.79,19.99,906.97,0.55,14.31,6.1,0.34,Bow Damage,Expert
16.94,0.93,6.22,73.41,513.07,1.0,5.39,0.35,0.01,Bow Damage,Tactic
22.59,0.82,1.86,141.91,535.52,0.58,11.19,2.42,0.89,Velocity,Expert
63.26,1.0,2.91,146.48,1389.14,0.0,10.04,0.05,0.78,Max Health,Berserker
72.08,0.9,2.02,256.89,1359.74,0.0,10.69,0.0,0.86,Health,Berserker
21.04,0.99,7.15,2.97,730.02,0.99,8.64,0.31,0.03,Bow Damage,Tactic
77.78,0.99,2.62,317.55,2059.89,0.0,4.82,0.0,0.7,Health,Berserker
34.91,0.83,2.39,230.9,793.16,0.32,14.66,2.5,0.78,Velocity,Speedrunner
79.15,0.88,2.29,121.81,1236.43,0.0,9.1,0.01,0.81,Sword Damage,Berserker
20.74,0.87,6.65,36.14,635.29,1.0,7.16,0.38,0.08,Armor,Tactic
59.54,0.97,3.14,264.74,1681.37,0.19,11.22,7.63,0.72,Max Health,Speedrunner
23.01,0.86,6.4,42.51,666.72,0.87,7.25,3.47,0.04,Bow Damage,Tactic
35.59,0.45,5.04,103.33,493.69,0.39,9.18,4.59,0.17,Health,Unskilful
20.79,1.0,5.82,18.17,727.97,1.0,8.92,1.81,0.09,Bow Damage,Tactic
33.94,0.43,5.03,101.04,491.16,0.41,8.94,4.18,0.15,Health,Unskilful
23.71,0.83,2.18,149.09,623.02,0.58,10.78,1.75,0.85,Velocity,Expert
77.57,1.0,2.42,299.25,2051.16,0.0,5.09,0.0,0.73,Health,Berserker
48.7,0.9,3.89,81.42,1709.09,0.61,0.0,9.57,0.33,Max Health,Expert
43.37,0.83,4.13,151.19,1023.09,0.34,16.48,7.99,0.39,Velocity,Speedrunner
54.85,0.88,3.15,229.83,1181.05,0.0,9.91,0.03,0.75,Health,Berserker
18.54,0.84,5.95,24.43,589.88,1.0,6.0,1.61,0.05,Shield,Tactic
30.53,0.87,4.86,47.46,825.47,0.5,13.48,5.16,0.28,Shield,Expert
22.4,1.0,5.78,14.71,799.32,1.0,5.19,9.23,0.1,Armor,Tactic
70.29,0.9,2.03,237.43,1336.3,0.0,10.0,0.01,0.85,Health,Berserker
32.32,0.84,3.92,178.51,742.48,0.38,3.52,5.45,0.47,Armor,Unskilful
30.83,1.0,4.57,48.48,775.2,0.59,13.62,4.2,0.18,Bow Damage,Expert
43.59,0.84,4.27,148.02,1113.07,0.32,17.21,7.05,0.42,Velocity,Speedrunner
25.45,0.9,4.23,137.4,731.93,0.54,13.57,2.13,0.5,Bow Damage,Expert
16.03,0.94,6.31,117.26,550.05,1.0,11.14,0.0,0.0,Armor,Tactic
